N_MEASUREMENT,LATITUDE,LONGITUDE,PRES,TEMP,PSAL
6712,,,,,
6713,16.181,-62.750999999999976,,,
6714,16.181,-62.752999999999986,,,
6715,16.183,-62.750999999999976,,,
6716,16.179,-62.749000000000024,,,
6717,16.174,-62.745000000000005,,,
6718,16.176,-62.74799999999999,,,
6719,16.178,-62.74599999999998,,,
6720,16.176,-62.742999999999995,,,
6721,16.175,-62.738999999999976,,,
6722,16.17,-62.73200000000003,,,
6723,16.171,-62.73599999999999,,,
6724,16.166,-62.730999999999995,,,
6725,,,,,
6726,,,,,
6727,,,1890.0,,
6728,,,,,
6729,,,,,
6730,,,30.0,,
6731,,,440.0,,
6732,,,,,
6733,,,364.0,13.679,35.687
6734,,,350.0,14.46,35.83
6735,,,354.0,13.469,35.676
6736,,,356.0,13.472,35.673
6737,,,367.0,13.44,35.664
6738,,,364.0,13.624,35.683
6739,,,362.0,13.612,35.682
6740,,,365.0,13.647,35.683
6741,,,363.0,13.514,35.677
6742,,,366.0,13.667,35.686
6743,,,361.0,13.558,35.685
6744,,,363.0,13.373,35.659
6745,,,370.0,13.055,35.601
6746,,,369.0,13.45,35.664
6747,,,367.0,13.506,35.673
6748,,,368.0,13.505,35.674
6749,,,368.0,13.192,35.627
6750,,,371.0,13.304,35.641
6751,,,369.0,13.403,35.66
6752,,,367.0,13.262,35.642
6753,,,372.0,13.36,35.649
6754,,,369.0,13.498,35.673
6755,,,369.0,13.13,35.612
6756,,,364.0,13.211,35.647
6757,,,370.0,13.138,35.617
6758,,,373.0,13.183,35.626
6759,,,368.0,13.161,35.623
6760,,,365.0,13.201,35.648
6761,,,366.0,13.2,35.63
6762,,,372.0,13.188,35.625
6763,,,363.0,13.281,35.655
6764,,,366.0,13.197,35.625
6765,,,362.0,13.213,35.624
6766,,,363.0,13.194,35.629
6767,,,364.0,13.197,35.626
6768,,,368.0,13.204,35.628
6769,,,364.0,13.211,35.629
6770,,,369.0,13.235,35.631
6771,,,369.0,13.244,35.631
6772,,,365.0,13.299,35.669
6773,,,367.0,13.216,35.63
6774,,,367.0,13.219,35.629
6775,,,364.0,13.306,35.671
6776,,,360.0,13.349,35.682
6777,,,365.0,13.272,35.644
6778,,,372.0,13.389,35.655
6779,,,360.0,13.351,35.682
6780,,,357.0,13.367,35.685
6781,,,360.0,13.335,35.676
6782,,,368.0,13.271,35.647
6783,,,364.0,13.344,35.67
6784,,,361.0,13.351,35.684
6785,,,360.0,13.39,35.68
6786,,,374.0,13.343,35.644
6787,,,370.0,13.4,35.667
6788,,,358.0,13.428,35.676
6789,,,357.0,13.424,35.677
6790,,,355.0,13.425,35.677
6791,,,351.0,13.538,35.728
6792,,,349.0,13.536,35.731
6793,,,355.0,13.52,35.722
6794,,,361.0,13.448,35.687
6795,,,369.0,13.4,35.663
6796,,,365.0,13.432,35.678
6797,,,362.0,13.468,35.693
6798,,,354.0,13.494,35.705
6799,,,,,
6800,,,342.0,,
6801,,,378.0,,
6802,,,364.0909,13.375046,35.662834
6803,,,2010.0,,
6804,,,,,
6805,,,,,
6806,,,2000.0,,
6807,,,2010.0,,
6808,,,2008.0,4.154,34.979
6809,,,2008.0,4.154,34.979
6810,,,1788.0,4.166,34.978
6811,,,1663.0,4.211,34.977
6812,,,1438.0,4.285,34.972
6813,,,1313.0,4.396,34.966
6814,,,1088.0,4.863,34.938
6815,,,963.0,5.452,34.89
6816,,,788.0,6.463,34.782
6817,,,613.0,8.403,34.958
6818,,,438.0,11.38,35.351
6819,,,335.0,15.283,36.031
6820,,,265.0,17.847,36.491
6821,,,196.0,20.774,36.918
6822,,,145.0,23.573,37.271
6823,,,75.0,26.494,36.786
6824,,,26.0,27.927,34.883
6825,,,5.0,27.903,34.867
6826,,,,,
6827,,,,,
6828,,,,,
6829,15.588,-62.999000000000024,,,
6830,15.581,-63.0,,,
6831,15.573,-63.007000000000005,,,
6832,15.573,-63.00599999999997,,,
6833,15.568,-63.009000000000015,,,
6834,15.561,-63.007000000000005,,,
6835,15.552,-63.011000000000024,,,
6836,15.552,-63.011000000000024,,,
6837,15.544,-63.01600000000002,,,
6838,15.54,-63.01799999999997,,,
6839,15.539,-63.016999999999996,,,
6840,15.529,-63.03199999999998,,,
6841,,,,,
6842,,,,,
6843,,,,,
6844,,,,,
6845,,,50.0,,
6846,,,410.0,,
6847,,,,,
6848,,,357.0,13.184,35.619
6849,,,359.0,13.025,35.6
6850,,,359.0,13.58,35.684
6851,,,329.0,14.382,35.842
6852,,,358.0,12.823,35.554
6853,,,356.0,12.852,35.559
6854,,,361.0,12.854,35.56
6855,,,351.0,13.012,35.605
6856,,,358.0,12.841,35.562
6857,,,352.0,13.061,35.63
6858,,,365.0,12.798,35.549
6859,,,370.0,12.83,35.557
6860,,,358.0,12.926,35.588
6861,,,348.0,13.056,35.632
6862,,,362.0,12.794,35.551
6863,,,373.0,12.875,35.559
6864,,,368.0,12.816,35.551
6865,,,356.0,13.048,35.63
6866,,,371.0,12.804,35.55
6867,,,369.0,12.803,35.548
6868,,,367.0,12.822,35.554
6869,,,356.0,12.997,35.622
6870,,,365.0,12.973,35.614
6871,,,355.0,12.984,35.561
6872,,,362.0,12.928,35.572
6873,,,358.0,12.886,35.607
6874,,,365.0,12.941,35.559
6875,,,367.0,12.916,35.581
6876,,,365.0,12.87,35.563
6877,,,367.0,12.933,35.608
6878,,,363.0,12.922,35.591
6879,,,374.0,12.854,35.559
6880,,,370.0,12.861,35.56
6881,,,360.0,13.027,35.623
6882,,,388.0,11.739,35.415
6883,,,239.0,18.15,36.546
6884,,,350.0,13.442,35.672
6885,,,333.0,13.824,35.74
6886,,,402.0,12.058,35.449
6887,,,388.0,12.38,35.491
6888,,,347.0,13.384,35.662
6889,,,336.0,13.97,35.762
6890,,,361.0,12.853,35.575
6891,,,349.0,13.765,35.732
6892,,,304.0,15.499,36.078
6893,,,283.0,16.18,36.19
6894,,,341.0,13.753,35.724
6895,,,307.0,15.33,36.049
6896,,,271.0,16.717,36.274
6897,,,346.0,13.419,35.665
6898,,,302.0,15.497,36.068
6899,,,292.0,16.144,36.19
6900,,,370.0,13.067,35.611
6901,,,341.0,14.237,35.813
6902,,,341.0,13.773,35.749
6903,,,382.0,12.43,35.54
6904,,,308.0,15.013,35.989
6905,,,341.0,13.645,35.706
6906,,,381.0,12.488,35.511
6907,,,361.0,13.348,35.655
6908,,,351.0,13.431,35.692
6909,,,359.0,13.373,35.664
6910,,,358.0,13.388,35.66
6911,,,363.0,13.382,35.66
6912,,,355.0,13.39,35.665
6913,,,358.0,13.385,35.663
6914,,,,,
6915,,,218.0,,
6916,,,410.0,,
6917,,,351.24243,13.450485,35.681274
6918,,,2000.0,,
6919,,,,,
6920,,,,,
6921,,,1990.0,,
6922,,,2000.0,,
6923,,,2003.0,4.156,34.979
6924,,,2003.0,4.156,34.979
6925,,,1838.0,4.172,34.978
6926,,,1663.0,4.204,34.977
6927,,,1488.0,4.272,34.975
6928,,,1313.0,4.402,34.966
6929,,,1138.0,4.805,34.949
6930,,,963.0,5.662,34.846
6931,,,838.0,5.909,34.707
6932,,,613.0,8.191,34.884
6933,,,489.0,10.14,35.122
6934,,,336.0,14.177,35.813
6935,,,285.0,16.611,36.27
6936,,,195.0,20.213,36.829
6937,,,146.0,22.408,37.119
6938,,,75.0,26.667,36.682
6939,,,26.0,27.812,34.919
6940,,,5.0,27.649,34.557
6941,,,,,
6942,,,,,
6943,,,,,
6944,15.573,-63.19900000000001,,,
6945,15.581,-63.20100000000002,,,
6946,15.585,-63.202999999999975,,,
6947,15.588,-63.20100000000002,,,
6948,15.59,-63.202,,,
6949,15.598,-63.209,,,
6950,15.603,-63.20600000000002,,,
6951,15.603,-63.20800000000003,,,
6952,15.611,-63.214,,,
6953,15.611,-63.214,,,
6954,15.614,-63.21600000000001,,,
6955,15.624,-63.22399999999999,,,
6956,,,,,
6957,,,,,
6958,,,,,
6959,,,,,
6960,,,50.0,,
6961,,,400.0,,
6962,,,,,
6963,,,382.0,12.846,35.568
6964,,,300.0,16.022,36.16
6965,,,387.0,12.566,35.53
6966,,,398.0,11.917,35.435
6967,,,311.0,15.238,36.023
6968,,,357.0,13.114,35.62
6969,,,348.0,13.446,35.685
6970,,,341.0,14.353,35.883
6971,,,377.0,12.994,35.593
6972,,,326.0,14.791,35.937
6973,,,309.0,14.869,35.946
6974,,,234.0,18.314,36.56
6975,,,263.0,16.797,36.303
6976,,,321.0,14.533,35.913
6977,,,299.0,15.708,36.104
6978,,,230.0,18.183,36.556
6979,,,357.0,13.351,35.674
6980,,,364.0,13.127,35.626
6981,,,373.0,12.641,35.547
6982,,,387.0,11.845,35.401
6983,,,384.0,12.451,35.509
6984,,,364.0,13.311,35.659
6985,,,345.0,13.101,35.646
6986,,,359.0,12.919,35.59
6987,,,346.0,14.024,35.806
6988,,,332.0,13.702,35.752
6989,,,352.0,13.093,35.626
6990,,,359.0,13.288,35.662
6991,,,343.0,13.711,35.738
6992,,,359.0,12.895,35.597
6993,,,353.0,13.498,35.696
6994,,,346.0,13.297,35.668
6995,,,351.0,12.73,35.587
6996,,,367.0,12.793,35.578
6997,,,349.0,13.469,35.703
6998,,,362.0,13.234,35.65
6999,,,354.0,12.871,35.591
7000,,,360.0,13.113,35.634
7001,,,361.0,12.801,35.58
7002,,,366.0,13.031,35.61
7003,,,367.0,12.949,35.597
7004,,,364.0,12.808,35.58
7005,,,360.0,12.907,35.596
7006,,,369.0,12.44,35.521
7007,,,371.0,12.421,35.518
7008,,,372.0,12.439,35.516
7009,,,378.0,12.571,35.537
7010,,,371.0,13.079,35.618
7011,,,368.0,12.583,35.533
7012,,,375.0,12.575,35.532
7013,,,371.0,12.589,35.544
7014,,,373.0,12.602,35.538
7015,,,368.0,12.389,35.526
7016,,,366.0,12.427,35.525
7017,,,375.0,12.434,35.507
7018,,,372.0,12.885,35.588
7019,,,372.0,12.519,35.546
7020,,,385.0,12.524,35.518
7021,,,374.0,12.469,35.512
7022,,,371.0,12.48,35.538
7023,,,375.0,12.447,35.519
7024,,,376.0,12.447,35.512
7025,,,376.0,12.471,35.528
7026,,,377.0,12.462,35.513
7027,,,376.0,12.468,35.531
7028,,,,,
7029,,,208.0,,
7030,,,426.0,,
7031,,,355.04614,13.298031,35.668293
7032,,,2010.0,,
7033,,,,,
7034,,,,,
7035,,,2000.0,,
7036,,,2010.0,,
7037,,,2007.0,4.157,34.98
7038,,,2007.0,4.157,34.98
7039,,,1888.0,4.162,34.979
7040,,,1663.0,4.228,34.977
7041,,,1538.0,4.29,34.974
7042,,,1313.0,4.478,34.967
7043,,,1189.0,4.742,34.953
7044,,,963.0,5.634,34.849
7045,,,888.0,5.964,34.788
7046,,,663.0,7.351,34.795
7047,,,539.0,8.983,34.986
7048,,,363.0,12.693,35.567
7049,,,305.0,14.351,35.872
7050,,,216.0,18.391,36.556
7051,,,166.0,21.436,36.992
7052,,,95.0,25.61,36.908
7053,,,65.0,27.615,35.949
7054,,,6.0,27.567,35.491
7055,,,1.0,27.55,35.491
7056,,,,,
7057,,,,,
7058,,,,,
7059,14.907,-62.533000000000015,,,
7060,14.905,-62.53399999999999,,,
7061,14.902,-62.53899999999999,,,
7062,14.896,-62.541,,,
7063,14.898,-62.545000000000016,,,
7064,14.894,-62.545000000000016,,,
7065,14.893,-62.548,,,
7066,14.892,-62.547000000000025,,,
7067,14.887,-62.547000000000025,,,
7068,14.888,-62.55099999999999,,,
7069,14.886,-62.547000000000025,,,
7070,14.881,-62.55099999999999,,,
7071,,,,,
7072,,,,,
7073,,,,,
7074,,,,,
7075,,,70.0,,
7076,,,380.0,,
7077,,,,,
7078,,,361.0,12.961,35.603
7079,,,364.0,12.339,35.511
7080,,,388.0,11.954,35.438
7081,,,381.0,12.738,35.569
7082,,,368.0,12.717,35.57
7083,,,373.0,12.646,35.569
7084,,,367.0,12.672,35.568
7085,,,367.0,12.764,35.575
7086,,,372.0,12.769,35.573
7087,,,370.0,12.672,35.567
7088,,,374.0,12.774,35.572
7089,,,376.0,12.67,35.569
7090,,,373.0,12.681,35.56
7091,,,375.0,12.731,35.564
7092,,,372.0,12.669,35.562
7093,,,369.0,12.654,35.564
7094,,,376.0,12.559,35.547
7095,,,377.0,12.737,35.567
7096,,,375.0,12.3,35.508
7097,,,392.0,12.041,35.456
7098,,,387.0,12.359,35.511
7099,,,378.0,12.758,35.572
7100,,,377.0,12.399,35.525
7101,,,376.0,12.739,35.574
7102,,,388.0,12.477,35.53
7103,,,379.0,12.687,35.567
7104,,,382.0,12.309,35.509
7105,,,384.0,12.503,35.538
7106,,,377.0,12.525,35.546
7107,,,383.0,12.541,35.548
7108,,,382.0,12.738,35.564
7109,,,381.0,12.738,35.567
7110,,,382.0,12.271,35.508
7111,,,384.0,12.53,35.543
7112,,,380.0,12.953,35.601
7113,,,378.0,12.737,35.568
7114,,,387.0,12.185,35.474
7115,,,397.0,11.674,35.411
7116,,,254.0,17.662,36.45
7117,,,395.0,12.376,35.519
7118,,,322.0,14.326,35.852
7119,,,331.0,13.466,35.678
7120,,,356.0,13.101,35.618
7121,,,305.0,14.962,35.947
7122,,,303.0,15.162,35.979
7123,,,391.0,12.243,35.472
7124,,,404.0,11.788,35.403
7125,,,377.0,12.332,35.471
7126,,,320.0,14.222,35.811
7127,,,335.0,14.774,35.908
7128,,,376.0,12.738,35.538
7129,,,378.0,12.165,35.451
7130,,,398.0,11.765,35.391
7131,,,286.0,16.331,36.188
7132,,,288.0,15.359,35.992
7133,,,292.0,15.043,35.939
7134,,,392.0,12.371,35.469
7135,,,325.0,14.34,35.843
7136,,,363.0,12.622,35.512
7137,,,376.0,12.628,35.513
7138,,,356.0,13.607,35.708
7139,,,320.0,14.736,35.919
7140,,,314.0,14.861,35.933
7141,,,314.0,14.818,35.93
7142,,,310.0,14.743,35.919
7143,,,327.0,14.476,35.863
7144,,,,,
7145,,,226.0,,
7146,,,405.0,,
7147,,,361.51514,13.124061,35.634605
7148,,,1690.0,,
7149,,,,,
7150,,,,,
7151,,,1690.0,,
7152,,,1690.0,,
7153,,,1687.0,4.226,34.979
7154,,,1687.0,4.226,34.979
7155,,,1463.0,4.354,34.972
7156,,,1339.0,4.506,34.966
7157,,,1113.0,4.937,34.941
7158,,,988.0,5.377,34.891
7159,,,763.0,6.919,34.789
7160,,,638.0,7.713,34.837
7161,,,463.0,11.387,35.359
7162,,,346.0,14.533,35.907
7163,,,276.0,16.48,36.244
7164,,,205.0,19.136,36.591
7165,,,156.0,22.659,37.043
7166,,,86.0,27.458,35.737
7167,,,35.0,27.338,35.525
7168,,,2.0,27.323,35.528
7169,,,,,
7170,,,,,
7171,,,,,
7172,14.641,-63.468999999999994,,,
7173,14.636,-63.476999999999975,,,
7174,14.641,-63.485000000000014,,,
7175,14.639,-63.49400000000003,,,
7176,14.636,-63.500999999999976,,,
7177,14.629,-63.50599999999997,,,
7178,14.63,-63.50599999999997,,,
7179,14.622,-63.509000000000015,,,
7180,14.625,-63.509000000000015,,,
7181,14.613,-63.512,,,
7182,14.611,-63.51600000000002,,,
7183,14.6,-63.512,,,
7184,14.586,-63.51600000000002,,,
7185,,,,,
7186,,,,,
7187,,,1690.0,,
7188,,,,,
7189,,,,,
7190,,,90.0,,
7191,,,410.0,,
7192,,,,,
7193,,,315.0,15.284,36.023
7194,,,362.0,13.348,35.669
7195,,,296.0,15.982,36.158
7196,,,289.0,15.534,36.078
7197,,,309.0,14.332,35.859
7198,,,350.0,13.267,35.651
7199,,,325.0,15.477,36.063
7200,,,356.0,13.136,35.642
7201,,,379.0,12.665,35.552
7202,,,365.0,13.145,35.635
7203,,,350.0,13.936,35.781
7204,,,339.0,13.833,35.761
7205,,,363.0,13.182,35.645
7206,,,370.0,12.903,35.594
7207,,,354.0,13.526,35.705
7208,,,362.0,13.332,35.671
7209,,,380.0,12.462,35.518
7210,,,401.0,11.702,35.392
7211,,,371.0,13.219,35.655
7212,,,374.0,12.712,35.558
7213,,,338.0,13.376,35.672
7214,,,342.0,13.806,35.74
7215,,,308.0,15.623,36.084
7216,,,273.0,16.222,36.196
7217,,,371.0,12.528,35.532
7218,,,306.0,14.934,35.971
7219,,,336.0,13.955,35.783
7220,,,386.0,12.805,35.58
7221,,,323.0,13.999,35.778
7222,,,350.0,12.988,35.607
7223,,,355.0,13.084,35.62
7224,,,342.0,13.628,35.705
7225,,,343.0,13.497,35.701
7226,,,349.0,13.638,35.725
7227,,,336.0,13.876,35.765
7228,,,340.0,14.356,35.853
7229,,,298.0,15.051,35.998
7230,,,328.0,13.824,35.751
7231,,,347.0,13.606,35.713
7232,,,346.0,13.408,35.68
7233,,,338.0,13.34,35.667
7234,,,351.0,12.886,35.597
7235,,,355.0,13.019,35.613
7236,,,346.0,13.459,35.689
7237,,,348.0,13.01,35.617
7238,,,351.0,13.503,35.698
7239,,,347.0,13.682,35.726
7240,,,341.0,13.179,35.648
7241,,,346.0,13.012,35.632
7242,,,353.0,12.958,35.608
7243,,,353.0,13.044,35.617
7244,,,352.0,13.058,35.621
7245,,,343.0,13.16,35.641
7246,,,347.0,12.938,35.611
7247,,,352.0,12.947,35.605
7248,,,361.0,13.113,35.632
7249,,,351.0,13.095,35.628
7250,,,354.0,12.831,35.603
7251,,,350.0,12.921,35.613
7252,,,353.0,13.03,35.617
7253,,,349.0,12.986,35.626
7254,,,346.0,12.621,35.571
7255,,,352.0,12.901,35.615
7256,,,355.0,13.048,35.622
7257,,,348.0,12.854,35.607
7258,,,355.0,12.847,35.6
7259,,,,,
7260,,,216.0,,
7261,,,403.0,,
7262,,,345.81818,13.4942875,35.70285
7263,,,1690.0,,
7264,,,,,
7265,,,,,
7266,,,1690.0,,
7267,,,1690.0,,
7268,,,1686.0,4.209,34.979
7269,,,1686.0,4.209,34.979
7270,,,1513.0,4.326,34.975
7271,,,1338.0,4.457,34.968
7272,,,1163.0,4.689,34.958
7273,,,988.0,5.275,34.902
7274,,,863.0,5.959,34.78
7275,,,688.0,6.989,34.789
7276,,,513.0,9.553,35.099
7277,,,345.0,12.727,35.536
7278,,,275.0,14.96,35.939
7279,,,205.0,18.468,36.505
7280,,,155.0,21.531,37.01
7281,,,85.0,26.118,36.805
7282,,,35.0,26.976,35.941
7283,,,4.0,26.969,35.943
7284,,,,,
7285,,,,,
7286,,,,,
7287,14.494,-62.947,,,
7288,14.499,-62.954999999999984,,,
7289,14.504,-62.966999999999985,,,
7290,14.501,-62.97500000000002,,,
7291,14.507,-62.980999999999995,,,
7292,14.506,-62.976999999999975,,,
7293,14.506,-62.980999999999995,,,
7294,14.502,-62.985000000000014,,,
7295,14.51,-62.98399999999998,,,
7296,14.509,-62.988,,,
7297,14.511,-62.988,,,
7298,14.51,-62.988999999999976,,,
7299,14.513,-62.99599999999998,,,
7300,,,,,
7301,,,,,
7302,,,1690.0,,
7303,,,,,
7304,,,,,
7305,,,80.0,,
7306,,,390.0,,
7307,,,,,
7308,,,363.0,11.975,35.408
7309,,,299.0,13.308,35.621
7310,,,334.0,13.243,35.613
7311,,,341.0,12.912,35.551
7312,,,370.0,11.755,35.367
7313,,,371.0,10.896,35.231
7314,,,395.0,10.714,35.201
7315,,,353.0,12.388,35.473
7316,,,341.0,12.919,35.557
7317,,,347.0,11.943,35.406
7318,,,380.0,11.254,35.285
7319,,,376.0,11.73,35.364
7320,,,349.0,12.567,35.497
7321,,,343.0,11.916,35.403
7322,,,395.0,10.495,35.17
7323,,,284.0,14.381,35.826
7324,,,357.0,11.401,35.31
7325,,,291.0,13.406,35.647
7326,,,386.0,11.131,35.267
7327,,,353.0,12.549,35.505
7328,,,333.0,12.679,35.521
7329,,,339.0,12.486,35.495
7330,,,356.0,11.552,35.337
7331,,,359.0,11.75,35.37
7332,,,338.0,12.378,35.482
7333,,,354.0,11.776,35.372
7334,,,368.0,11.658,35.353
7335,,,340.0,12.678,35.524
7336,,,334.0,12.673,35.523
7337,,,352.0,11.287,35.3
7338,,,384.0,10.665,35.198
7339,,,367.0,11.537,35.336
7340,,,349.0,11.996,35.413
7341,,,381.0,10.775,35.216
7342,,,383.0,10.924,35.238
7343,,,375.0,11.566,35.342
7344,,,356.0,12.056,35.429
7345,,,367.0,11.391,35.312
7346,,,381.0,10.504,35.18
7347,,,397.0,10.653,35.196
7348,,,379.0,11.721,35.362
7349,,,334.0,11.961,35.407
7350,,,382.0,10.667,35.2
7351,,,385.0,10.743,35.206
7352,,,377.0,11.285,35.293
7353,,,348.0,12.243,35.447
7354,,,394.0,10.596,35.189
7355,,,392.0,10.845,35.23
7356,,,388.0,11.125,35.267
7357,,,376.0,11.004,35.25
7358,,,385.0,10.698,35.213
7359,,,386.0,10.774,35.218
7360,,,377.0,11.509,35.342
7361,,,341.0,12.408,35.495
7362,,,347.0,11.939,35.418
7363,,,395.0,10.52,35.182
7364,,,389.0,10.675,35.205
7365,,,356.0,12.157,35.456
7366,,,339.0,12.615,35.526
7367,,,357.0,11.527,35.356
7368,,,362.0,11.527,35.354
7369,,,355.0,11.775,35.392
7370,,,355.0,11.338,35.324
7371,,,389.0,10.651,35.204
7372,,,379.0,10.977,35.254
7373,,,367.0,11.398,35.324
7374,,,,,
7375,,,194.0,,
7376,,,406.0,,
7377,,,361.74243,11.674924,35.362923
7378,,,1650.0,,
7379,,,,,
7380,,,,,
7381,,,1650.0,,
7382,,,1650.0,,
7383,,,1653.0,4.204,34.98
7384,,,1653.0,4.204,34.98
7385,,,1437.0,4.342,34.975
7386,,,1313.0,4.464,34.97
7387,,,1088.0,4.994,34.936
7388,,,963.0,5.561,34.861
7389,,,738.0,6.541,34.778
7390,,,664.0,6.94,34.779
7391,,,388.0,10.974,35.266
7392,,,336.0,12.489,35.523
7393,,,226.0,15.946,36.126
7394,,,196.0,17.393,36.401
7395,,,106.0,23.009,36.905
7396,,,75.0,26.184,36.736
7397,,,8.0,26.802,36.102
7398,,,3.0,26.797,36.1
7399,,,,,
7400,,,,,
7401,,,,,
7402,14.22,-62.90699999999998,,,
7403,14.22,-62.916,,,
7404,14.219,-62.92500000000001,,,
7405,14.221,-62.92500000000001,,,
7406,14.223,-62.93099999999998,,,
7407,14.221,-62.935,,,
7408,14.221,-62.947,,,
7409,14.225,-62.95100000000002,,,
7410,14.224,-62.952999999999975,,,
7411,14.229,-62.97000000000003,,,
7412,14.231,-62.97800000000001,,,
7413,14.235,-62.99599999999998,,,
7414,14.238,-62.999000000000024,,,
7415,14.242,-63.00999999999999,,,
7416,,,,,
7417,,,,,
7418,,,1650.0,,
7419,,,,,
7420,,,,,
7421,,,70.0,,
7422,,,400.0,,
7423,,,,,
7424,,,310.0,12.599,35.516
7425,,,325.0,12.074,35.435
7426,,,326.0,12.069,35.435
7427,,,325.0,12.066,35.434
7428,,,323.0,12.174,35.458
7429,,,344.0,11.363,35.316
7430,,,338.0,11.894,35.402
7431,,,328.0,12.35,35.475
7432,,,304.0,13.081,35.602
7433,,,324.0,12.384,35.482
7434,,,322.0,12.317,35.479
7435,,,310.0,12.334,35.504
7436,,,324.0,12.228,35.463
7437,,,323.0,12.232,35.456
7438,,,328.0,12.254,35.464
7439,,,318.0,12.806,35.55
7440,,,306.0,12.732,35.548
7441,,,327.0,12.161,35.453
7442,,,352.0,11.011,35.274
7443,,,360.0,11.186,35.286
7444,,,329.0,12.909,35.566
7445,,,315.0,12.65,35.525
7446,,,342.0,11.768,35.381
7447,,,340.0,11.874,35.399
7448,,,319.0,13.236,35.628
7449,,,375.0,11.155,35.282
7450,,,355.0,10.982,35.263
7451,,,374.0,11.033,35.265
7452,,,318.0,13.704,35.713
7453,,,283.0,14.116,35.801
7454,,,322.0,11.919,35.411
7455,,,349.0,11.961,35.416
7456,,,388.0,11.603,35.362
7457,,,347.0,12.182,35.448
7458,,,359.0,11.461,35.352
7459,,,377.0,11.119,35.291
7460,,,362.0,11.914,35.414
7461,,,341.0,12.979,35.588
7462,,,336.0,12.457,35.499
7463,,,354.0,11.759,35.382
7464,,,347.0,12.669,35.527
7465,,,340.0,12.821,35.557
7466,,,337.0,12.226,35.464
7467,,,364.0,11.403,35.332
7468,,,369.0,11.802,35.387
7469,,,335.0,12.786,35.556
7470,,,355.0,12.058,35.432
7471,,,337.0,12.987,35.592
7472,,,308.0,14.03,35.772
7473,,,303.0,14.043,35.787
7474,,,308.0,13.638,35.713
7475,,,309.0,13.898,35.76
7476,,,316.0,13.478,35.675
7477,,,319.0,13.92,35.761
7478,,,302.0,14.737,35.885
7479,,,380.0,11.722,35.395
7480,,,385.0,11.735,35.395
7481,,,381.0,12.06,35.439
7482,,,374.0,12.288,35.477
7483,,,378.0,12.022,35.433
7484,,,381.0,11.902,35.421
7485,,,389.0,12.185,35.459
7486,,,367.0,12.88,35.568
7487,,,369.0,11.978,35.425
7488,,,,,
7489,,,234.0,,
7490,,,409.0,,
7491,,,339.92188,12.365063,35.48797
7492,,,2000.0,,
7493,,,,,
7494,,,,,
7495,,,1990.0,,
7496,,,2000.0,,
7497,,,1985.0,4.141,34.983
7498,,,1985.0,4.141,34.983
7499,,,1763.0,4.176,34.981
7500,,,1638.0,4.218,34.98
7501,,,1413.0,4.327,34.975
7502,,,1288.0,4.417,34.971
7503,,,1063.0,4.911,34.949
7504,,,938.0,5.532,34.878
7505,,,763.0,6.51,34.784
7506,,,587.0,8.445,34.942
7507,,,413.0,11.303,35.32
7508,,,306.0,14.518,35.845
7509,,,236.0,16.771,36.237
7510,,,186.0,19.95,36.733
7511,,,115.0,23.886,37.022
7512,,,66.0,26.717,36.194
7513,,,15.0,26.727,36.02
7514,,,2.0,26.716,36.018
7515,,,,,
7516,,,,,
7517,,,,,
7518,15.057,-62.88499999999999,,,
7519,15.059,-62.88499999999999,,,
7520,15.059,-62.882000000000005,,,
7521,15.062,-62.88499999999999,,,
7522,15.065,-62.886000000000024,,,
7523,15.066,-62.887,,,
7524,15.066,-62.891999999999996,,,
7525,15.072,-62.896000000000015,,,
7526,15.075,-62.899,,,
7527,15.076,-62.89999999999998,,,
7528,15.079,-62.90300000000002,,,
7529,15.079,-62.91300000000001,,,
7530,15.089,-62.91699999999997,,,
7531,15.097,-62.92599999999999,,,
7532,,,,,
7533,,,,,
7534,,,,,
7535,,,,,
7536,,,80.0,,
7537,,,400.0,,
7538,,,,,
7539,,,344.0,13.057,35.613
7540,,,353.0,13.066,35.609
7541,,,351.0,13.198,35.627
7542,,,353.0,13.167,35.619
7543,,,349.0,13.015,35.605
7544,,,367.0,13.009,35.602
7545,,,354.0,13.157,35.624
7546,,,352.0,13.299,35.642
7547,,,345.0,13.276,35.641
7548,,,359.0,12.584,35.542
7549,,,358.0,13.129,35.617
7550,,,355.0,13.283,35.641
7551,,,353.0,12.937,35.596
7552,,,355.0,13.027,35.604
7553,,,356.0,13.337,35.648
7554,,,358.0,13.328,35.647
7555,,,356.0,13.236,35.634
7556,,,357.0,13.174,35.627
7557,,,362.0,13.286,35.641
7558,,,354.0,13.106,35.617
7559,,,360.0,12.956,35.594
7560,,,364.0,12.691,35.551
7561,,,368.0,13.361,35.65
7562,,,342.0,13.955,35.765
7563,,,350.0,13.251,35.645
7564,,,360.0,12.995,35.604
7565,,,366.0,13.213,35.625
7566,,,355.0,13.21,35.635
7567,,,358.0,13.073,35.611
7568,,,366.0,12.97,35.599
7569,,,367.0,13.074,35.616
7570,,,355.0,13.48,35.681
7571,,,343.0,14.055,35.771
7572,,,361.0,13.045,35.611
7573,,,358.0,13.042,35.614
7574,,,362.0,13.218,35.627
7575,,,358.0,13.669,35.708
7576,,,364.0,13.269,35.635
7577,,,356.0,12.99,35.603
7578,,,363.0,12.971,35.603
7579,,,351.0,13.488,35.684
7580,,,353.0,13.703,35.709
7581,,,355.0,13.458,35.675
7582,,,362.0,13.01,35.608
