N_TECH_PARAM,PLATFORM_NUMBER,DATA_TYPE,FORMAT_VERSION,HANDBOOK_VERSION,DATA_CENTRE,DATE_CREATION,DATE_UPDATE,TECHNICAL_PARAMETER_NAME,TECHNICAL_PARAMETER_VALUE,CYCLE_NUMBER
1986,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringDescentToProfile_COUNT                                                                                  ',b'0                                                                                                                               ',28.0
1987,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringPark_COUNT                                                                                              ',b'2                                                                                                                               ',28.0
1988,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringProfileDrift_COUNT                                                                                      ',b'0                                                                                                                               ',28.0
1989,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsToStartAscent_COUNT                                                                                           ',b'2                                                                                                                               ',28.0
1990,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_RepositionsAtProfileDepth_COUNT                                                                                          ',b'0                                                                                                                               ',28.0
1991,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_RepositionsDuringPark_COUNT                                                                                              ',b'1                                                                                                                               ',28.0
1992,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TransmissionFloatFramesComplete_COUNT                                                                                    ',b'232                                                                                                                             ',28.0
1993,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TransmissionFloatFramesCrcOk_COUNT                                                                                       ',b'215                                                                                                                             ',28.0
1994,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TransmissionFloatFramesTechnicalOk_COUNT                                                                                 ',b'10                                                                                                                              ',28.0
1995,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsAtSurfaceDuringDescent_COUNT                                                                                 ',b'15                                                                                                                              ',28.0
1996,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringDescentToPark_COUNT                                                                                    ',b'6                                                                                                                               ',28.0
1997,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringDescentToProfile_COUNT                                                                                 ',b'8                                                                                                                               ',28.0
1998,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringPark_COUNT                                                                                             ',b'0                                                                                                                               ',28.0
1999,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringProfileDrift_COUNT                                                                                     ',b'0                                                                                                                               ',28.0
2000,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'PRESSURE_InternalVacuumAtSurface_mbar                                                                                           ',b'<=725 mbar                                                                                                                      ',28.0
2001,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'PRESSURE_InternalVacuumProfileStart_mbar                                                                                        ',b'<=725 mbar                                                                                                                      ',28.0
2002,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'PRES_SurfaceOffsetCorrectedNotResetNegative_1cBarResolution_dbar                                                                ',b'-0.1                                                                                                                            ',28.0
2003,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'TIME_ValveActionsAtSurface_seconds                                                                                              ',b'180                                                                                                                             ',28.0
2004,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'VOLTAGE_BatteryPumpStartProfile_volts                                                                                           ',b'9.8                                                                                                                             ',28.0
2005,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_TransmissionStart_DD                                                                                                      ',b'20                                                                                                                              ',28.0
2006,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TelemetryRetransmission_COUNT                                                                                            ',b'30                                                                                                                              ',28.0
2007,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_EndDescentToPark_DD                                                                                                       ',b'20                                                                                                                              ',29.0
2008,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_EndDescentToPark_HHMM                                                                                                     ',b'2115                                                                                                                            ',29.0
2009,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_EndDescentToProfile_HHMM                                                                                                  ',b'2153                                                                                                                            ',29.0
2010,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_FloatTimeCorrection_minutes                                                                                               ',b'-5                                                                                                                              ',29.0
2011,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_FloatTime_DD                                                                                                              ',b'25                                                                                                                              ',29.0
2012,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_FloatTime_HHMMSS                                                                                                          ',b'080437                                                                                                                          ',29.0
2013,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialStabilizationDuringDescentToPark_HHMM                                                                              ',b'1559                                                                                                                            ',29.0
2014,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_DD                                                                                        ',b'20                                                                                                                              ',29.0
2015,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_HHMM                                                                                      ',b'1521                                                                                                                            ',29.0
2016,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_MM                                                                                        ',b'11                                                                                                                              ',29.0
2017,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_LastReset_DD                                                                                                              ',b'06                                                                                                                              ',29.0
2018,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_LastReset_MM                                                                                                              ',b'07                                                                                                                              ',29.0
2019,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_Satellite_YYYYMMDDHHMMSS                                                                                                  ',b'20171125080957                                                                                                                  ',29.0
2020,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartAscentToSurface_HHMM                                                                                                 ',b'0055                                                                                                                            ',29.0
2021,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartDescentProfile_HHMM                                                                                                  ',b'1548                                                                                                                            ',29.0
2022,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartDescentToProfile_HHMM                                                                                                ',b'0921                                                                                                                            ',29.0
2023,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_TransmissionStart_HHMM                                                                                                    ',b'0712                                                                                                                            ',29.0
2024,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_Beached_NUMBER                                                                                                             ',b'0                                                                                                                               ',29.0
2025,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_CTDStatus_NUMBER                                                                                                           ',b'0                                                                                                                               ',29.0
2026,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_InitialCheckError_LOGICAL                                                                                                  ',b'1                                                                                                                               ',29.0
2027,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_RTCStatus_LOGICAL                                                                                                          ',b'1                                                                                                                               ',29.0
2028,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_StatusBladderStateAtLaunch_NUMBER                                                                                          ',b'0                                                                                                                               ',29.0
2029,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass0_COUNT                                                                                             ',b'0                                                                                                                               ',29.0
2030,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass1_COUNT                                                                                             ',b'2                                                                                                                               ',29.0
2031,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass2_COUNT                                                                                             ',b'4                                                                                                                               ',29.0
2032,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass3_COUNT                                                                                             ',b'7                                                                                                                               ',29.0
2033,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassA_COUNT                                                                                             ',b'0                                                                                                                               ',29.0
2034,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassB_COUNT                                                                                             ',b'0                                                                                                                               ',29.0
2035,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassZ_COUNT                                                                                             ',b'0                                                                                                                               ',29.0
2036,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositions_COUNT                                                                                                     ',b'13                                                                                                                              ',29.0
2037,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingCTDSamplesInternalCounter_COUNT                                                                                 ',b'111                                                                                                                             ',29.0
2038,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingCTDSamplesTotal_COUNT                                                                                           ',b'111                                                                                                                             ',29.0
2039,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingProfileReductionLowerPart_COUNT                                                                                 ',b'66                                                                                                                              ',29.0
2040,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingProfileReductionUpperPart_COUNT                                                                                 ',b'45                                                                                                                              ',29.0
2041,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingCTDSamplesInternalCounter_COUNT                                                                                ',b'0                                                                                                                               ',29.0
2042,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingCTDSamplesTotal_COUNT                                                                                          ',b'0                                                                                                                               ',29.0
2043,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingProfileReductionLowerPart_COUNT                                                                                ',b'0                                                                                                                               ',29.0
2044,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingProfileReductionUpperPart_COUNT                                                                                ',b'0                                                                                                                               ',29.0
2045,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescentToParkEntriesInParkMargin_COUNT                                                                                   ',b'1                                                                                                                               ',29.0
2046,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescentToProfileEntriesInProfileMargin_COUNT                                                                             ',b'1                                                                                                                               ',29.0
2047,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FloatFramesReceivedOnDescendingProfile_COUNT                                                                             ',b'0                                                                                                                               ',29.0
2048,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesCrcOkOnPark_COUNT                                                                                                  ',b'5                                                                                                                               ',29.0
2049,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesEmittedOnAscendingProfile_COUNT                                                                                    ',b'17                                                                                                                              ',29.0
2050,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesEmittedOnDescendingProfile_COUNT                                                                                   ',b'0                                                                                                                               ',29.0
2051,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesEmittedOnPark_COUNT                                                                                                ',b'5                                                                                                                               ',29.0
2052,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesReceivedOnAscendingProfile_COUNT                                                                                   ',b'17                                                                                                                              ',29.0
2053,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ParkCTDSamplesInternal_COUNT                                                                                             ',b'28                                                                                                                              ',29.0
2054,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ParkCTDSamplesTotal_COUNT                                                                                                ',b'28                                                                                                                              ',29.0
2055,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringAscentToSurface_COUNT                                                                                   ',b'14                                                                                                                              ',29.0
2056,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringDescentToPark_COUNT                                                                                     ',b'0                                                                                                                               ',29.0
2057,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringDescentToProfile_COUNT                                                                                  ',b'0                                                                                                                               ',29.0
2058,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringPark_COUNT                                                                                              ',b'2                                                                                                                               ',29.0
2059,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringProfileDrift_COUNT                                                                                      ',b'0                                                                                                                               ',29.0
2060,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsToStartAscent_COUNT                                                                                           ',b'2                                                                                                                               ',29.0
2061,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_RepositionsAtProfileDepth_COUNT                                                                                          ',b'0                                                                                                                               ',29.0
2062,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_RepositionsDuringPark_COUNT                                                                                              ',b'1                                                                                                                               ',29.0
2063,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TransmissionFloatFramesComplete_COUNT                                                                                    ',b'218                                                                                                                             ',29.0
2064,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TransmissionFloatFramesCrcOk_COUNT                                                                                       ',b'200                                                                                                                             ',29.0
2065,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TransmissionFloatFramesTechnicalOk_COUNT                                                                                 ',b'12                                                                                                                              ',29.0
2066,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsAtSurfaceDuringDescent_COUNT                                                                                 ',b'16                                                                                                                              ',29.0
2067,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringDescentToPark_COUNT                                                                                    ',b'5                                                                                                                               ',29.0
2068,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringDescentToProfile_COUNT                                                                                 ',b'8                                                                                                                               ',29.0
2069,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringPark_COUNT                                                                                             ',b'0                                                                                                                               ',29.0
2070,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringProfileDrift_COUNT                                                                                     ',b'0                                                                                                                               ',29.0
2071,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'PRESSURE_InternalVacuumAtSurface_mbar                                                                                           ',b'<=725 mbar                                                                                                                      ',29.0
2072,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'PRESSURE_InternalVacuumProfileStart_mbar                                                                                        ',b'<=725 mbar                                                                                                                      ',29.0
2073,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'PRES_SurfaceOffsetCorrectedNotResetNegative_1cBarResolution_dbar                                                                ',b'-0.1                                                                                                                            ',29.0
2074,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'TIME_ValveActionsAtSurface_seconds                                                                                              ',b'170                                                                                                                             ',29.0
2075,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'VOLTAGE_BatteryPumpStartProfile_volts                                                                                           ',b'9.8                                                                                                                             ',29.0
2076,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_TransmissionStart_DD                                                                                                      ',b'25                                                                                                                              ',29.0
2077,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TelemetryRetransmission_COUNT                                                                                            ',b'30                                                                                                                              ',29.0
2078,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_EndDescentToPark_DD                                                                                                       ',b'26                                                                                                                              ',30.0
2079,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_EndDescentToPark_HHMM                                                                                                     ',b'0148                                                                                                                            ',30.0
2080,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_EndDescentToProfile_HHMM                                                                                                  ',b'2142                                                                                                                            ',30.0
2081,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_FloatTimeCorrection_minutes                                                                                               ',b'-6                                                                                                                              ',30.0
2082,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_FloatTime_DD                                                                                                              ',b'30                                                                                                                              ',30.0
2083,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_FloatTime_HHMMSS                                                                                                          ',b'075255                                                                                                                          ',30.0
2084,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialStabilizationDuringDescentToPark_HHMM                                                                              ',b'1612                                                                                                                            ',30.0
2085,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_DD                                                                                        ',b'25                                                                                                                              ',30.0
2086,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_HHMM                                                                                      ',b'1533                                                                                                                            ',30.0
2087,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_MM                                                                                        ',b'11                                                                                                                              ',30.0
2088,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_LastReset_DD                                                                                                              ',b'06                                                                                                                              ',30.0
2089,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_LastReset_MM                                                                                                              ',b'07                                                                                                                              ',30.0
2090,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_Satellite_YYYYMMDDHHMMSS                                                                                                  ',b'20171130075832                                                                                                                  ',30.0
2091,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartAscentToSurface_HHMM                                                                                                 ',b'0055                                                                                                                            ',30.0
2092,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartDescentProfile_HHMM                                                                                                  ',b'1601                                                                                                                            ',30.0
2093,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartDescentToProfile_HHMM                                                                                                ',b'0922                                                                                                                            ',30.0
2094,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_TransmissionStart_HHMM                                                                                                    ',b'0702                                                                                                                            ',30.0
2095,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_Beached_NUMBER                                                                                                             ',b'0                                                                                                                               ',30.0
2096,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_CTDStatus_NUMBER                                                                                                           ',b'0                                                                                                                               ',30.0
2097,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_InitialCheckError_LOGICAL                                                                                                  ',b'1                                                                                                                               ',30.0
2098,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_RTCStatus_LOGICAL                                                                                                          ',b'1                                                                                                                               ',30.0
2099,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_StatusBladderStateAtLaunch_NUMBER                                                                                          ',b'0                                                                                                                               ',30.0
2100,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass0_COUNT                                                                                             ',b'0                                                                                                                               ',30.0
2101,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass1_COUNT                                                                                             ',b'3                                                                                                                               ',30.0
2102,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass2_COUNT                                                                                             ',b'4                                                                                                                               ',30.0
2103,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass3_COUNT                                                                                             ',b'8                                                                                                                               ',30.0
2104,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassA_COUNT                                                                                             ',b'0                                                                                                                               ',30.0
